d,contexts,null_prob,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
2,3,0.0,0,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.46621229230595457,3.0839528461809902e-18,2.0,0.0
2,3,0.0,0,current_only,10,0.9,0.1,0.1111111111111111,1.0,0.0,0.8888888888888888,0.29325790391222917,-0.4037725750583012,2.0,0.0
2,3,0.0,0,gradient_line,10,0.9,0.7,0.7777777777777778,0.8888888888888888,1.0,0.0,1.3533333333333333,-0.09993602485605341,2.0,0.0
2,3,0.0,0,least_squares,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,0.4386285985117199,-0.030343071476157606,2.0,0.0
2,3,0.0,0,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.3187771302328304,-0.3446750451396444,2.0,0.0
2,3,0.0,0,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7014773497099149,0.08989526386396078,2.0,0.0
2,3,0.0,0,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7209084726296634,0.13268280036141886,2.0,0.0
2,3,0.0,0,soft_penalty,10,0.9,0.0,0.0,0.3333333333333333,0.0,1.0,0.4287451966041463,-0.026164283835036883,2.0,0.0
2,3,0.0,1,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.5161021411521278,-2.7755575615628914e-17,2.0,0.0
2,3,0.0,1,current_only,10,0.9,0.2,0.2222222222222222,1.0,0.0,0.7777777777777778,0.422848199483059,-0.17256400122210255,2.0,0.0
2,3,0.0,1,gradient_line,10,0.9,0.9,1.0,1.0,1.0,0.0,0.6866666666666668,0.010145336957141895,2.0,0.0
2,3,0.0,1,least_squares,10,0.9,0.0,0.0,0.3333333333333333,0.0,1.0,0.5363689816016419,-0.046466787672998985,2.0,0.0
2,3,0.0,1,one_axis_current,10,0.9,0.2,0.2222222222222222,1.0,0.0,0.7777777777777778,0.47705869886301955,-0.2546849559885731,2.0,0.0
2,3,0.0,1,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7695402356829492,0.14533092172149079,2.0,0.0
2,3,0.0,1,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.6498084086707085,0.0847913099440845,2.0,0.0
2,3,0.0,1,soft_penalty,10,0.9,0.0,0.0,0.3333333333333333,0.0,1.0,0.4969413085884946,-0.02177247424947191,2.0,0.0
2,3,0.0,2,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.5259443268170093,-9.25185853854297e-18,2.0,0.0
2,3,0.0,2,current_only,10,0.9,0.2,0.2222222222222222,1.0,0.0,0.7777777777777778,0.3537772859575343,-0.5016741708891619,2.0,0.0
2,3,0.0,2,gradient_line,10,0.9,0.4,0.4444444444444444,0.6666666666666666,1.0,0.0,1.9099999999999997,-0.6108537889620396,2.0,0.0
2,3,0.0,2,least_squares,10,0.9,0.0,0.0,0.1111111111111111,0.0,1.0,0.5122378624721673,-0.029936018689486928,2.0,0.0
2,3,0.0,2,one_axis_current,10,0.9,0.3,0.3333333333333333,1.0,0.0,0.6666666666666666,0.43079927217226843,-0.37116626319271817,2.0,0.0
2,3,0.0,2,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.713837847356462,0.11036529376056904,2.0,0.0
2,3,0.0,2,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.9259393435214268,0.13031718312787383,2.0,0.0
2,3,0.0,2,soft_penalty,10,0.9,0.0,0.0,0.0,0.0,1.0,0.49623256719459263,-0.025792065692026668,2.0,0.0
2,3,0.0,3,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.4870183466062564,-4.683753385137379e-17,2.0,0.0
2,3,0.0,3,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3425311992139375,-0.38876608591009654,2.0,0.0
2,3,0.0,3,gradient_line,10,0.8,0.7,0.875,0.875,1.0,0.0,0.97125,-0.09389472191707823,2.0,0.0
2,3,0.0,3,least_squares,10,0.8,0.0,0.0,0.625,0.0,1.0,0.48474058701718054,-0.02345176204300161,2.0,0.0
2,3,0.0,3,one_axis_current,10,0.8,0.1,0.125,1.0,0.0,0.875,0.3856711359288331,-0.26915815832765383,2.0,0.0
2,3,0.0,3,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7174811846498141,0.089922329772825,2.0,0.0
2,3,0.0,3,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.684275752000651,0.09990698434385654,2.0,0.0
2,3,0.0,3,soft_penalty,10,0.8,0.0,0.0,0.25,0.0,1.0,0.4544459717874215,-0.027951707250231213,2.0,0.0
2,3,0.0,4,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5588608465287805,-1.0408340855860843e-17,2.0,0.0
2,3,0.0,4,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3447730621568579,-0.3157311144127135,2.0,0.0
2,3,0.0,4,gradient_line,10,0.8,0.5,0.625,0.875,1.0,0.0,1.875,-0.3114078288324026,2.0,0.0
2,3,0.0,4,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,0.5289025693375239,-0.030814105138129943,2.0,0.0
2,3,0.0,4,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.37790864780403977,-0.341828128123178,2.0,0.0
2,3,0.0,4,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7849376399405998,0.06619168114854115,2.0,0.0
2,3,0.0,4,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8531814993271506,0.0819835980909811,2.0,0.0
2,3,0.0,4,soft_penalty,10,0.8,0.0,0.0,0.375,0.0,1.0,0.48450010349371453,-0.039453984190704276,2.0,0.0
2,3,0.0,5,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.4453114673008551,-4.625929269271485e-18,2.0,0.0
2,3,0.0,5,current_only,10,0.6,0.0,0.0,1.0,0.0,1.0,0.2532428411827122,-0.3602253111566425,2.0,0.0
2,3,0.0,5,gradient_line,10,0.6,0.6,1.0,1.0,1.0,0.0,0.69,0.009031733747754659,2.0,0.0
2,3,0.0,5,least_squares,10,0.6,0.0,0.0,0.8333333333333334,0.0,1.0,0.4399895148087993,-0.0256133933188394,2.0,0.0
2,3,0.0,5,one_axis_current,10,0.6,0.0,0.0,1.0,0.0,1.0,0.28344455578546096,-0.4539914191681767,2.0,0.0
2,3,0.0,5,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.7197824390407916,0.08414668022397243,2.0,0.0
2,3,0.0,5,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,0.7035913142842145,0.09768349434859329,2.0,0.0
2,3,0.0,5,soft_penalty,10,0.6,0.0,0.0,0.5,0.0,1.0,0.4107037242461759,-0.02469948843520434,2.0,0.0
2,3,0.5,0,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.5947267717520722,-4.625929269271485e-18,2.0,0.0
2,3,0.5,0,current_only,10,0.9,0.1,0.1111111111111111,1.0,0.0,0.8888888888888888,0.47919060739875596,-0.15318229698201494,2.0,0.0
2,3,0.5,0,gradient_line,10,0.9,0.8,0.8888888888888888,0.8888888888888888,1.0,0.0,0.8766666666666667,-0.0695951957104567,2.0,0.0
2,3,0.5,0,least_squares,10,0.9,0.0,0.0,0.5555555555555556,0.0,1.0,0.8804064732644563,-0.03650881227011452,2.0,0.0
2,3,0.5,0,one_axis_current,10,0.9,0.3,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5785344372901449,-0.1425016237590907,2.0,0.0
2,3,0.5,0,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8213667621208047,0.06525632621794746,2.0,0.0
2,3,0.5,0,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7579007344935044,0.04337595515431339,2.0,0.0
2,3,0.5,0,soft_penalty,10,0.9,0.0,0.0,0.2222222222222222,0.0,1.0,0.43353874705914663,-0.046848207563532814,2.0,0.0
2,3,0.5,1,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.628561899161164,-2.1587669923266933e-17,2.0,0.0
2,3,0.5,1,current_only,10,0.9,0.1,0.1111111111111111,1.0,0.0,0.8888888888888888,0.5238323508432923,-0.10442410309104083,2.0,0.0
2,3,0.5,1,gradient_line,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7733333333333333,0.004423842254946575,2.0,0.0
2,3,0.5,1,least_squares,10,0.9,0.0,0.0,0.2222222222222222,0.0,1.0,1.0070909580173213,-0.04173101197973263,2.0,0.0
2,3,0.5,1,one_axis_current,10,0.9,0.3,0.3333333333333333,1.0,0.0,0.6666666666666666,0.618548769325311,-0.16014086536201344,2.0,0.0
2,3,0.5,1,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8395803619207558,0.05445595876716648,2.0,0.0
2,3,0.5,1,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7532870593523814,0.04054592047429747,2.0,0.0
2,3,0.5,1,soft_penalty,10,0.9,0.0,0.0,0.2222222222222222,0.0,1.0,0.4678539458474737,-0.04724556327257792,2.0,0.0
2,3,0.5,2,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.5242191410929546,0.0,2.0,0.0
2,3,0.5,2,current_only,10,0.9,0.1,0.1111111111111111,1.0,0.0,0.8888888888888888,0.41006137226075134,-0.2618814139257944,2.0,0.0
2,3,0.5,2,gradient_line,10,0.9,0.8,0.8888888888888888,1.0,1.0,0.0,0.9066666666666667,-0.28665655301833554,2.0,0.0
2,3,0.5,2,least_squares,10,0.9,0.0,0.0,0.3333333333333333,0.0,1.0,0.5219871273388184,-0.026262059076950808,2.0,0.0
2,3,0.5,2,one_axis_current,10,0.9,0.3,0.3333333333333333,1.0,0.0,0.6666666666666666,0.4727087997782326,-0.2159999747930303,2.0,0.0
2,3,0.5,2,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7707682552495496,0.11399045448928875,2.0,0.0
2,3,0.5,2,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7133360767204113,0.08575273803648704,2.0,0.0
2,3,0.5,2,soft_penalty,10,0.9,0.0,0.0,0.3333333333333333,0.0,1.0,0.44848283066194966,-0.029949096207937904,2.0,0.0
2,3,0.5,3,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.45939789329405983,-2.7755575615628914e-17,2.0,0.0
2,3,0.5,3,current_only,10,1.0,0.1,0.1,1.0,0.0,0.9,0.26842098710282214,-0.31605294580746973,2.0,0.0
2,3,0.5,3,gradient_line,10,1.0,0.6,0.6,0.8,0.0,0.0,1.518,-0.4242393202593423,2.0,0.0
2,3,0.5,3,least_squares,10,1.0,0.0,0.0,0.8,0.0,1.0,0.5098163252245553,-0.03337641524682433,2.0,0.0
2,3,0.5,3,one_axis_current,10,1.0,0.3,0.3,1.0,0.0,0.7,0.3087667739560141,-0.34675371522869747,2.0,0.0
2,3,0.5,3,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7294975128761187,0.10309604945050502,2.0,0.0
2,3,0.5,3,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6993822186718103,0.14700028466095375,2.0,0.0
2,3,0.5,3,soft_penalty,10,1.0,0.0,0.0,0.2,0.0,1.0,0.4263127356387117,-0.02204182259933814,2.0,0.0
2,3,0.5,4,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6265102106829661,-3.469446951953614e-18,2.0,0.0
2,3,0.5,4,current_only,10,0.8,0.4,0.5,1.0,0.0,0.5,0.5625366839099655,-0.04027169397981639,2.0,0.0
2,3,0.5,4,gradient_line,10,0.8,0.8,1.0,1.0,1.0,0.0,0.68625,0.0061890408537535364,2.0,0.0
2,3,0.5,4,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,1.1338616040750102,-0.03373071839805161,2.0,0.0
2,3,0.5,4,one_axis_current,10,0.8,0.3,0.375,1.0,0.0,0.625,0.6199272548297494,-0.08846337972662525,2.0,0.0
2,3,0.5,4,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8481422023134635,0.05804752566821973,2.0,0.0
2,3,0.5,4,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7463418905177737,0.03148688360782144,2.0,0.0
2,3,0.5,4,soft_penalty,10,0.8,0.0,0.0,0.25,0.0,1.0,0.455813062739398,-0.05289546302767101,2.0,0.0
2,3,0.5,5,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.6924686234212795,-1.850371707708594e-17,2.0,0.0
2,3,0.5,5,current_only,10,0.6,0.3,0.5,1.0,0.0,0.5,0.5762864765400647,-0.17701030237469703,2.0,0.0
2,3,0.5,5,gradient_line,10,0.6,0.5,0.8333333333333334,1.0,1.0,0.0,1.07,-0.05224412198403553,2.0,0.0
2,3,0.5,5,least_squares,10,0.6,0.0,0.0,0.5,0.0,1.0,1.2305832949154858,-0.05350354357708603,2.0,0.0
2,3,0.5,5,one_axis_current,10,0.6,0.3,0.5,1.0,0.0,0.5,0.6456402227968833,-0.35075080317328383,2.0,0.0
2,3,0.5,5,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.9082912219182807,0.05038239590820446,2.0,0.0
2,3,0.5,5,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,0.8750275709705545,0.029270374080709146,2.0,0.0
2,3,0.5,5,soft_penalty,10,0.6,0.0,0.0,0.16666666666666666,0.0,1.0,0.4938112526249037,-0.057886267030780154,2.0,0.0
2,12,0.0,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7744811251624986,-3.0878077872387166e-16,2.0,0.0
2,12,0.0,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.46498405005893706,-0.8304275464884698,2.0,0.0
2,12,0.0,0,gradient_line,10,0.8,0.5,0.625,0.875,1.0,0.0,1.9275,-0.16953445500367967,2.0,0.0
2,12,0.0,0,least_squares,10,0.8,0.0,0.0,0.625,0.0,1.0,0.6325341139968852,-0.17366552612490532,2.0,0.0
2,12,0.0,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.5828054337376107,-0.8981098813249178,2.0,0.0
2,12,0.0,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.9418595857181022,0.056478939175757525,2.0,0.0
2,12,0.0,0,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.1218090818784774,0.06709450843325046,2.0,0.0
2,12,0.0,0,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,0.7423322081228416,-0.03234853043394487,2.0,0.0
2,12,0.0,1,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.7888297614168793,-4.3615904538845435e-17,2.0,0.0
2,12,0.0,1,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.49269472271691134,-0.5715909794475291,2.0,0.0
2,12,0.0,1,gradient_line,10,0.7,0.4,0.5714285714285714,0.8571428571428571,1.0,0.0,1.9842857142857144,-0.059179026573532786,2.0,0.0
2,12,0.0,1,least_squares,10,0.7,0.0,0.0,0.5714285714285714,0.0,1.0,0.6048133545616985,-0.21164903908752716,2.0,0.0
2,12,0.0,1,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.5761122746813172,-0.8604888925695214,2.0,0.0
2,12,0.0,1,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.9369710450191154,0.05509082142731481,2.0,0.0
2,12,0.0,1,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,1.311386518941992,0.11876244025863344,2.0,0.0
2,12,0.0,1,soft_penalty,10,0.7,0.0,0.0,0.5714285714285714,0.0,1.0,0.7456271564877585,-0.03270837876338145,2.0,0.0
2,12,0.0,2,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5671718268048533,-5.204170427930421e-17,2.0,0.0
2,12,0.0,2,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.25625362578226996,-0.7780821182111741,2.0,0.0
2,12,0.0,2,gradient_line,10,0.8,0.6,0.75,1.0,1.0,0.0,1.8712499999999999,-0.22339418737130387,2.0,0.0
2,12,0.0,2,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,0.4549124676115559,-0.13802896862739167,2.0,0.0
2,12,0.0,2,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.30411991039878855,-0.8515085193495426,2.0,0.0
2,12,0.0,2,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6838130014128563,0.041130715150435655,2.0,0.0
2,12,0.0,2,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.9616653599982279,0.1299267278629857,2.0,0.0
2,12,0.0,2,soft_penalty,10,0.8,0.0,0.0,0.75,0.0,1.0,0.5425634148432211,-0.021198194892943733,2.0,0.0
2,12,0.0,3,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.532599182670292,-3.0839528461809903e-16,2.0,0.0
2,12,0.0,3,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.2792328856342686,-0.5275864627128921,2.0,0.0
2,12,0.0,3,gradient_line,10,0.9,0.6,0.6666666666666666,1.0,1.0,0.0,1.3833333333333335,-0.38856203850545146,2.0,0.0
2,12,0.0,3,least_squares,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,0.43889711646963236,-0.11129917320152533,2.0,0.0
2,12,0.0,3,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.3164019694058949,-0.4820738668454334,2.0,0.0
2,12,0.0,3,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.6534940475846646,0.05844192571409909,2.0,0.0
2,12,0.0,3,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8876435059575355,0.08956310474010411,2.0,0.0
2,12,0.0,3,soft_penalty,10,0.9,0.0,0.0,0.7777777777777778,0.0,1.0,0.5112902485078549,-0.022911172423027506,2.0,0.0
2,12,0.0,4,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.709916483765719,4.9960036108132046e-17,2.0,0.0
2,12,0.0,4,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.353317696165116,-0.9164881017728147,2.0,0.0
2,12,0.0,4,gradient_line,10,1.0,0.7,0.7,1.0,0.0,0.0,1.5929999999999995,-0.42726942585971106,2.0,0.0
2,12,0.0,4,least_squares,10,1.0,0.0,0.0,0.8,0.0,1.0,0.5976694771802938,-0.1722675324691661,2.0,0.0
2,12,0.0,4,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.40869458546951015,-0.7726691925735126,2.0,0.0
2,12,0.0,4,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8400849975016549,0.05861426510714561,2.0,0.0
2,12,0.0,4,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,1.1376657863494088,0.07558988741899678,2.0,0.0
2,12,0.0,4,soft_penalty,10,1.0,0.1,0.1,1.0,0.0,0.9,0.682564968082504,-0.023665984212609164,2.0,0.0
2,12,0.0,5,UBC,10,0.5,0.5,1.0,1.0,1.0,0.0,0.499879123693176,-1.1102230246251566e-17,2.0,0.0
2,12,0.0,5,current_only,10,0.5,0.0,0.0,1.0,0.0,1.0,0.2996327714567123,-0.5634684226737703,2.0,0.0
2,12,0.0,5,gradient_line,10,0.5,0.4,0.8,1.0,1.0,0.0,1.494,-0.05060824137405214,2.0,0.0
2,12,0.0,5,least_squares,10,0.5,0.0,0.0,0.6,0.0,1.0,0.4025906493815935,-0.1373674218034772,2.0,0.0
2,12,0.0,5,one_axis_current,10,0.5,0.0,0.0,1.0,0.0,1.0,0.3363350192621342,-0.5283008594668912,2.0,0.0
2,12,0.0,5,oracle_anchor,10,0.5,0.5,1.0,1.0,1.0,0.0,0.6018700225628788,0.04141370543193221,2.0,0.0
2,12,0.0,5,random_search,10,0.5,0.5,1.0,1.0,1.0,0.0,0.7316105722763661,0.039049132571354866,2.0,0.0
2,12,0.0,5,soft_penalty,10,0.5,0.1,0.2,0.8,0.0,0.8,0.8049555685144867,0.03510698742617239,2.0,0.0
2,12,0.5,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7220751190242931,-2.3245294578089215e-16,2.0,0.0
2,12,0.5,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.44020449033290987,-0.7550677144416089,2.0,0.0
2,12,0.5,0,gradient_line,10,0.8,0.7,0.875,1.0,1.0,0.0,1.42875,-0.008214831811765917,2.0,0.0
2,12,0.5,0,least_squares,10,0.8,0.0,0.0,0.75,0.0,1.0,0.8893185486329928,-0.15079492039127593,2.0,0.0
2,12,0.5,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.5721835309762614,-0.8471716850303708,2.0,0.0
2,12,0.5,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8732643926128423,0.04966897673758247,2.0,0.0
2,12,0.5,0,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.9413874179595887,0.046184542000117915,2.0,0.0
2,12,0.5,0,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,0.6639980161920112,-0.03094488926798535,2.0,0.0
2,12,0.5,1,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8339287641652293,-2.1587669923266932e-16,2.0,0.0
2,12,0.5,1,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.5616714929266283,-0.4351000271761347,2.0,0.0
2,12,0.5,1,gradient_line,10,0.9,0.7,0.7777777777777778,0.8888888888888888,1.0,0.0,1.3766666666666667,-0.0469960692038741,2.0,0.0
2,12,0.5,1,least_squares,10,0.9,0.0,0.0,0.5555555555555556,0.0,1.0,0.9910524872871981,-0.19018828170523527,2.0,0.0
2,12,0.5,1,one_axis_current,10,0.9,0.1,0.1111111111111111,1.0,0.0,0.8888888888888888,0.6380477487924284,-0.512624170335831,2.0,0.0
2,12,0.5,1,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,1.0176213664757303,0.051327234776562564,2.0,0.0
2,12,0.5,1,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,0.9922233140148956,0.029467340841826895,2.0,0.0
2,12,0.5,1,soft_penalty,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,0.7412559497322551,-0.038719287232114694,2.0,0.0
2,12,0.5,2,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6439864032254173,-1.1102230246251566e-17,2.0,0.0
2,12,0.5,2,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.36104215321598837,-0.664001182958142,2.0,0.0
2,12,0.5,2,gradient_line,10,1.0,0.7,0.7,1.0,0.0,0.0,1.452,-0.2762881883053762,2.0,0.0
2,12,0.5,2,least_squares,10,1.0,0.0,0.0,0.5,0.0,1.0,0.5187401137109263,-0.11594479825083173,2.0,0.0
2,12,0.5,2,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3967110560674744,-0.60961379916122,2.0,0.0
2,12,0.5,2,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7574930087283311,0.0354699211590183,2.0,0.0
2,12,0.5,2,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8521087853015947,0.05861968495408513,2.0,0.0
2,12,0.5,2,soft_penalty,10,1.0,0.0,0.0,0.8,0.0,1.0,0.580442789730467,-0.02723801357251246,2.0,0.0
2,12,0.5,3,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.5277234821416373,-1.4186183092432555e-16,2.0,0.0
