sigma,scale,samples,guard,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
0.0,0.75,8,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7660219037660039,0.050862055656293814,3.0,0.0
0.0,0.75,8,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8273085147420116,0.07387694618103942,3.0,0.0
0.0,0.75,8,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6917522868050392,0.055666311838080226,3.0,0.0
0.0,0.75,8,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.812558406751619,0.08076294295456253,3.0,0.0
0.0,0.75,8,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7660219037660039,0.050862055656293814,3.0,0.0
0.0,0.75,8,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8273085147420116,0.07387694618103942,3.0,0.0
0.0,0.75,8,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6917522868050392,0.055666311838080226,3.0,0.0
0.0,0.75,8,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.812558406751619,0.08076294295456253,3.0,0.0
0.0,0.75,8,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7660219037660039,0.050862055656293814,3.0,0.0
0.0,0.75,8,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8273085147420116,0.07387694618103942,3.0,0.0
0.0,0.75,8,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6917522868050392,0.055666311838080226,3.0,0.0
0.0,0.75,8,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.812558406751619,0.08076294295456253,3.0,0.0
0.0,0.75,32,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6985873940955167,0.06796955427821857,3.0,0.0
0.0,0.75,32,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.9173168526123083,0.06677143457474516,3.0,0.0
0.0,0.75,32,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5984168979354626,0.058188151292761205,3.0,0.0
0.0,0.75,32,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7346004772485422,0.07168753643024793,3.0,0.0
0.0,0.75,32,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6985873940955167,0.06796955427821857,3.0,0.0
0.0,0.75,32,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.9173168526123083,0.06677143457474516,3.0,0.0
0.0,0.75,32,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5984168979354626,0.058188151292761205,3.0,0.0
0.0,0.75,32,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7346004772485422,0.07168753643024793,3.0,0.0
0.0,0.75,32,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6985873940955167,0.06796955427821857,3.0,0.0
0.0,0.75,32,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.9173168526123083,0.06677143457474516,3.0,0.0
0.0,0.75,32,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5984168979354626,0.058188151292761205,3.0,0.0
0.0,0.75,32,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7346004772485422,0.07168753643024793,3.0,0.0
0.0,0.75,128,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7130357908331616,0.058641450398047176,3.0,0.0
0.0,0.75,128,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6732934507986701,0.06524654776828698,3.0,0.0
0.0,0.75,128,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7107152895436719,0.0715409980592531,3.0,0.0
0.0,0.75,128,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8999563718907151,0.0742805311980271,3.0,0.0
0.0,0.75,128,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7130357908331616,0.058641450398047176,3.0,0.0
0.0,0.75,128,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6732934507986701,0.06524654776828698,3.0,0.0
0.0,0.75,128,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7107152895436719,0.0715409980592531,3.0,0.0
0.0,0.75,128,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8999563718907151,0.0742805311980271,3.0,0.0
0.0,0.75,128,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7130357908331616,0.058641450398047176,3.0,0.0
0.0,0.75,128,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6732934507986701,0.06524654776828698,3.0,0.0
0.0,0.75,128,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7107152895436719,0.0715409980592531,3.0,0.0
0.0,0.75,128,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8999563718907151,0.0742805311980271,3.0,0.0
0.0,1.0,8,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6879876394592311,-5.898059818321144e-17,3.0,0.0
0.0,1.0,8,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.448812673451597,-1.5612511283791264e-17,3.0,0.0
0.0,1.0,8,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5509503579364066,-2.0469737016526324e-16,3.0,0.0
0.0,1.0,8,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6383868965348298,-7.632783294297951e-17,3.0,0.0
0.0,1.0,8,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6879876394592311,-5.898059818321144e-17,3.0,0.0
0.0,1.0,8,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.448812673451597,-1.5612511283791264e-17,3.0,0.0
0.0,1.0,8,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5509503579364066,-2.0469737016526324e-16,3.0,0.0
0.0,1.0,8,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6383868965348298,-7.632783294297951e-17,3.0,0.0
0.0,1.0,8,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6879876394592311,-5.898059818321144e-17,3.0,0.0
0.0,1.0,8,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.448812673451597,-1.5612511283791264e-17,3.0,0.0
0.0,1.0,8,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5509503579364066,-2.0469737016526324e-16,3.0,0.0
0.0,1.0,8,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6383868965348298,-7.632783294297951e-17,3.0,0.0
0.0,1.0,32,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5430804590552445,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6459937978801674,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5700202901925862,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6001524788996953,-6.245004513516506e-17,3.0,0.0
0.0,1.0,32,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5430804590552445,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6459937978801674,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5700202901925862,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6001524788996953,-6.245004513516506e-17,3.0,0.0
0.0,1.0,32,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5430804590552445,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6459937978801674,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5700202901925862,-2.0816681711721685e-17,3.0,0.0
0.0,1.0,32,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6001524788996953,-6.245004513516506e-17,3.0,0.0
0.0,1.0,128,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5161793793735934,-6.938893903907228e-18,3.0,0.0
0.0,1.0,128,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7203114348961794,-1.1102230246251565e-16,3.0,0.0
0.0,1.0,128,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.602872200517885,-8.326672684688674e-17,3.0,0.0
0.0,1.0,128,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5997439854232265,-4.85722573273506e-17,3.0,0.0
0.0,1.0,128,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5161793793735934,-6.938893903907228e-18,3.0,0.0
0.0,1.0,128,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7203114348961794,-1.1102230246251565e-16,3.0,0.0
0.0,1.0,128,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.602872200517885,-8.326672684688674e-17,3.0,0.0
0.0,1.0,128,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5997439854232265,-4.85722573273506e-17,3.0,0.0
0.0,1.0,128,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5161793793735934,-6.938893903907228e-18,3.0,0.0
0.0,1.0,128,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7203114348961794,-1.1102230246251565e-16,3.0,0.0
0.0,1.0,128,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.602872200517885,-8.326672684688674e-17,3.0,0.0
0.0,1.0,128,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5997439854232265,-4.85722573273506e-17,3.0,0.0
0.0,1.25,8,0.0,0,estimated,8,1.0,0.0,0.0,0.75,0.0,1.0,0.516795038304134,-0.10201148002467716,3.0,0.0
0.0,1.25,8,0.0,1,estimated,8,1.0,0.0,0.0,0.375,0.0,1.0,0.45601623215406895,-0.12521300979220745,3.0,0.0
0.0,1.25,8,0.0,2,estimated,8,1.0,0.0,0.0,0.5,0.0,1.0,0.4801219831197562,-0.12386517961557614,3.0,0.0
0.0,1.25,8,0.0,3,estimated,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5135995789919269,-0.14535215349942593,3.0,0.0
0.0,1.25,8,0.5,0,guard_0.5,8,1.0,0.0,0.0,0.75,0.0,1.0,0.516795038304134,-0.10201148002467716,3.0,0.0
0.0,1.25,8,0.5,1,guard_0.5,8,1.0,0.0,0.0,0.375,0.0,1.0,0.45601623215406895,-0.12521300979220745,3.0,0.0
0.0,1.25,8,0.5,2,guard_0.5,8,1.0,0.0,0.0,0.5,0.0,1.0,0.4801219831197562,-0.12386517961557614,3.0,0.0
0.0,1.25,8,0.5,3,guard_0.5,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5135995789919269,-0.14535215349942593,3.0,0.0
0.0,1.25,8,1.0,0,guard_1.0,8,1.0,0.0,0.0,0.75,0.0,1.0,0.516795038304134,-0.10201148002467716,3.0,0.0
0.0,1.25,8,1.0,1,guard_1.0,8,1.0,0.0,0.0,0.375,0.0,1.0,0.45601623215406895,-0.12521300979220745,3.0,0.0
0.0,1.25,8,1.0,2,guard_1.0,8,1.0,0.0,0.0,0.5,0.0,1.0,0.4801219831197562,-0.12386517961557614,3.0,0.0
0.0,1.25,8,1.0,3,guard_1.0,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5135995789919269,-0.14535215349942593,3.0,0.0
0.0,1.25,32,0.0,0,estimated,8,1.0,0.0,0.0,0.25,0.0,1.0,0.5067261048025848,-0.19010415093649283,3.0,0.0
0.0,1.25,32,0.0,1,estimated,8,1.0,0.0,0.0,0.5,0.0,1.0,0.4512580289565431,-0.10993462598871667,3.0,0.0
0.0,1.25,32,0.0,2,estimated,8,1.0,0.0,0.0,0.5,0.0,1.0,0.5109969096262813,-0.14263982156644955,3.0,0.0
0.0,1.25,32,0.0,3,estimated,8,1.0,0.0,0.0,0.75,0.0,1.0,0.3771276498914642,-0.08711084971610944,3.0,0.0
0.0,1.25,32,0.5,0,guard_0.5,8,1.0,0.0,0.0,0.25,0.0,1.0,0.5067261048025848,-0.19010415093649283,3.0,0.0
0.0,1.25,32,0.5,1,guard_0.5,8,1.0,0.0,0.0,0.5,0.0,1.0,0.4512580289565431,-0.10993462598871667,3.0,0.0
0.0,1.25,32,0.5,2,guard_0.5,8,1.0,0.0,0.0,0.5,0.0,1.0,0.5109969096262813,-0.14263982156644955,3.0,0.0
0.0,1.25,32,0.5,3,guard_0.5,8,1.0,0.0,0.0,0.75,0.0,1.0,0.3771276498914642,-0.08711084971610944,3.0,0.0
0.0,1.25,32,1.0,0,guard_1.0,8,1.0,0.0,0.0,0.25,0.0,1.0,0.5067261048025848,-0.19010415093649283,3.0,0.0
0.0,1.25,32,1.0,1,guard_1.0,8,1.0,0.0,0.0,0.5,0.0,1.0,0.4512580289565431,-0.10993462598871667,3.0,0.0
0.0,1.25,32,1.0,2,guard_1.0,8,1.0,0.0,0.0,0.5,0.0,1.0,0.5109969096262813,-0.14263982156644955,3.0,0.0
0.0,1.25,32,1.0,3,guard_1.0,8,1.0,0.0,0.0,0.75,0.0,1.0,0.3771276498914642,-0.08711084971610944,3.0,0.0
0.0,1.25,128,0.0,0,estimated,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5255155741208029,-0.09044739428782717,3.0,0.0
0.0,1.25,128,0.0,1,estimated,8,1.0,0.0,0.0,0.375,0.0,1.0,0.40778303250178644,-0.0937355941156714,3.0,0.0
0.0,1.25,128,0.0,2,estimated,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5282109697096913,-0.17796767075892128,3.0,0.0
0.0,1.25,128,0.0,3,estimated,8,1.0,0.0,0.0,0.375,0.0,1.0,0.4644321957282307,-0.1101256183406329,3.0,0.0
0.0,1.25,128,0.5,0,guard_0.5,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5255155741208029,-0.09044739428782717,3.0,0.0
0.0,1.25,128,0.5,1,guard_0.5,8,1.0,0.0,0.0,0.375,0.0,1.0,0.40778303250178644,-0.0937355941156714,3.0,0.0
0.0,1.25,128,0.5,2,guard_0.5,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5282109697096913,-0.17796767075892128,3.0,0.0
0.0,1.25,128,0.5,3,guard_0.5,8,1.0,0.0,0.0,0.375,0.0,1.0,0.4644321957282307,-0.1101256183406329,3.0,0.0
0.0,1.25,128,1.0,0,guard_1.0,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5255155741208029,-0.09044739428782717,3.0,0.0
0.0,1.25,128,1.0,1,guard_1.0,8,1.0,0.0,0.0,0.375,0.0,1.0,0.40778303250178644,-0.0937355941156714,3.0,0.0
0.0,1.25,128,1.0,2,guard_1.0,8,1.0,0.0,0.0,0.375,0.0,1.0,0.5282109697096913,-0.17796767075892128,3.0,0.0
0.0,1.25,128,1.0,3,guard_1.0,8,1.0,0.0,0.0,0.375,0.0,1.0,0.4644321957282307,-0.1101256183406329,3.0,0.0
0.02,0.75,8,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7972342590841459,0.08161252216888731,3.0,0.0
0.02,0.75,8,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5927460875554594,0.06801811328160412,3.0,0.0
0.02,0.75,8,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7413080902018627,0.059080034198828964,3.0,0.0
0.02,0.75,8,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8740274366499003,0.09479976035024526,3.0,0.0
0.02,0.75,8,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8246039015629433,0.09031516764124435,3.0,0.0
0.02,0.75,8,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6198922284710429,0.07899010492956104,3.0,0.0
0.02,0.75,8,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7670722018941685,0.06812508849932374,3.0,0.0
0.02,0.75,8,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8980979417105321,0.10684120648433504,3.0,0.0
0.02,0.75,8,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8554952775074633,0.10050932583086147,3.0,0.0
0.02,0.75,8,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6483200866488512,0.09039733708192588,3.0,0.0
0.02,0.75,8,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7936924797881625,0.07958877414376875,3.0,0.0
0.02,0.75,8,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.9245968381827029,0.12013982115056168,3.0,0.0
0.02,0.75,32,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7922946013736099,0.058312092652031675,3.0,0.0
0.02,0.75,32,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6367438536353326,0.06190581697649432,3.0,0.0
0.02,0.75,32,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8438772979822281,0.07277284798464798,3.0,0.0
0.02,0.75,32,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7510072506369205,0.06077837221638505,3.0,0.0
0.02,0.75,32,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8053575761287332,0.06285326504162375,3.0,0.0
0.02,0.75,32,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6457311347175672,0.06659979996804902,3.0,0.0
0.02,0.75,32,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8565554179488877,0.07878615091623095,3.0,0.0
0.02,0.75,32,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7639721328372336,0.06657001530081139,3.0,0.0
0.02,0.75,32,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.818658247365918,0.06742762106466349,3.0,0.0
0.02,0.75,32,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.6548655238881117,0.0713671301060501,3.0,0.0
0.02,0.75,32,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8692413925892702,0.08476677365466034,3.0,0.0
0.02,0.75,32,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7774343849229739,0.07235665105008622,3.0,0.0
0.02,0.75,128,0.0,0,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5813269401516885,0.061543771198604186,3.0,0.0
0.02,0.75,128,0.0,1,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8046745170343362,0.07350597784698816,3.0,0.0
0.02,0.75,128,0.0,2,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.789012922319147,0.07728424112187043,3.0,0.0
0.02,0.75,128,0.0,3,estimated,8,1.0,1.0,1.0,1.0,0.0,0.0,0.751795440266039,0.06519043311026528,3.0,0.0
0.02,0.75,128,0.5,0,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5874915727492502,0.06389095902617212,3.0,0.0
0.02,0.75,128,0.5,1,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8127007320667292,0.07666325526035936,3.0,0.0
0.02,0.75,128,0.5,2,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7948717633850515,0.08032797069519268,3.0,0.0
0.02,0.75,128,0.5,3,guard_0.5,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7590001827484275,0.06858790671693579,3.0,0.0
0.02,0.75,128,1.0,0,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.5936593285763426,0.06623814685374003,3.0,0.0
0.02,0.75,128,1.0,1,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8207417000384124,0.07982053267373052,3.0,0.0
0.02,0.75,128,1.0,2,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.8009716530630788,0.08337243396063126,3.0,0.0
0.02,0.75,128,1.0,3,guard_1.0,8,1.0,1.0,1.0,1.0,0.0,0.0,0.7662080027739326,0.07180543451650889,3.0,0.0
0.02,1.0,8,0.0,0,estimated,8,1.0,0.375,0.375,0.75,0.0,0.625,0.4779479005763456,-0.0066423966584289625,3.0,0.0
0.02,1.0,8,0.0,1,estimated,8,1.0,0.25,0.25,1.0,0.0,0.75,0.6368815586566288,-0.004008357912678263,3.0,0.0
0.02,1.0,8,0.0,2,estimated,8,1.0,0.25,0.25,0.75,0.0,0.75,0.5688907592771664,-0.004354504830509389,3.0,0.0
0.02,1.0,8,0.0,3,estimated,8,1.0,0.25,0.25,0.625,0.0,0.75,0.6639181631839335,-0.01087294960555639,3.0,0.0
0.02,1.0,8,0.5,0,guard_0.5,8,1.0,0.875,0.875,1.0,0.0,0.125,0.4916866152074194,0.003805034793880214,3.0,0.0
0.02,1.0,8,0.5,1,guard_0.5,8,1.0,0.875,0.875,1.0,0.0,0.125,0.6560336039498367,0.0060889707377973605,3.0,0.0
0.02,1.0,8,0.5,2,guard_0.5,8,1.0,0.75,0.75,1.0,0.0,0.25,0.588110747285725,0.005071616842513456,3.0,0.0
0.02,1.0,8,0.5,3,guard_0.5,8,1.0,0.5,0.5,1.0,0.0,0.5,0.6773533214275714,-0.0012320359331219558,3.0,0.0
0.02,1.0,8,1.0,0,guard_1.0,8,1.0,0.875,0.875,1.0,0.0,0.125,0.5072467147583779,0.013966125162584674,3.0,0.0
0.02,1.0,8,1.0,1,guard_1.0,8,1.0,0.875,0.875,1.0,0.0,0.125,0.6752243721886027,0.015932391665060233,3.0,0.0
0.02,1.0,8,1.0,2,guard_1.0,8,1.0,0.875,0.875,1.0,0.0,0.125,0.6081239315579714,0.015045607410320804,3.0,0.0
0.02,1.0,8,1.0,3,guard_1.0,8,1.0,0.75,0.75,1.0,0.0,0.25,0.6931843026918169,0.010883229419959643,3.0,0.0
0.02,1.0,32,0.0,0,estimated,8,1.0,0.375,0.375,0.875,0.0,0.625,0.6593088202531316,-0.0011451728308233891,3.0,0.0
0.02,1.0,32,0.0,1,estimated,8,1.0,0.25,0.25,1.0,0.0,0.75,0.6120541246419666,-0.004277514949878502,3.0,0.0
0.02,1.0,32,0.0,2,estimated,8,1.0,0.25,0.25,1.0,0.0,0.75,0.667202960105847,-0.0008575806504476525,3.0,0.0
0.02,1.0,32,0.0,3,estimated,8,1.0,0.125,0.125,0.875,0.0,0.875,0.6494620872883771,-0.005280532546100145,3.0,0.0
0.02,1.0,32,0.5,0,guard_0.5,8,1.0,0.5,0.5,0.875,0.0,0.5,0.671196569160035,0.003775097177910785,3.0,0.0
0.02,1.0,32,0.5,1,guard_0.5,8,1.0,0.5,0.5,1.0,0.0,0.5,0.6220748305505461,0.0009308129801688242,3.0,0.0
0.02,1.0,32,0.5,2,guard_0.5,8,1.0,0.75,0.75,1.0,0.0,0.25,0.677877151569855,0.004268075950802176,3.0,0.0
