curvature,cap,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
0.0,1.5,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3754023557002656,-8.604228440844963e-17,3.0,0.0
0.0,1.5,0,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3754023557002656,-8.604228440844963e-17,3.0,0.0
0.0,1.5,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3754023557002656,-8.604228440844963e-17,3.0,0.0
0.0,1.5,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3422899965603813,-1.2351231148954867e-16,3.0,0.0
0.0,1.5,1,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3422899965603813,-1.2351231148954867e-16,3.0,0.0
0.0,1.5,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3422899965603813,-1.2351231148954867e-16,3.0,0.0
0.0,1.5,2,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.35219878053793485,-1.2906342661267446e-16,3.0,0.0
0.0,1.5,2,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.35219878053793485,-1.2906342661267446e-16,3.0,0.0
0.0,1.5,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.35219878053793485,-1.2906342661267446e-16,3.0,0.0
0.0,1.5,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3384561034280139,-2.9420910152566647e-16,3.0,0.0
0.0,1.5,3,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3384561034280139,-2.9420910152566647e-16,3.0,0.0
0.0,1.5,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3384561034280139,-2.9420910152566647e-16,3.0,0.0
0.0,1.5,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3087854920719705,-1.124100812432971e-16,3.0,0.0
0.0,1.5,4,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3087854920719705,-1.124100812432971e-16,3.0,0.0
0.0,1.5,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3087854920719705,-1.124100812432971e-16,3.0,0.0
0.0,1.5,5,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.40164486509033426,-1.0963452368173421e-16,3.0,0.0
0.0,1.5,5,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.40164486509033426,-1.0963452368173421e-16,3.0,0.0
0.0,1.5,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.40164486509033426,-1.0963452368173421e-16,3.0,0.0
0.0,3.0,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6140601462955242,-2.9698465908722935e-16,3.0,0.0
0.0,3.0,0,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6140601462955242,-2.9698465908722935e-16,3.0,0.0
0.0,3.0,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6140601462955242,-2.9698465908722935e-16,3.0,0.0
0.0,3.0,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.49711033157201906,-1.637578961322106e-16,3.0,0.0
0.0,3.0,1,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.49711033157201906,-1.637578961322106e-16,3.0,0.0
0.0,3.0,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.49711033157201906,-1.637578961322106e-16,3.0,0.0
0.0,3.0,2,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5828220810185563,-2.4702462297909734e-16,3.0,0.0
0.0,3.0,2,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5828220810185563,-2.4702462297909734e-16,3.0,0.0
0.0,3.0,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5828220810185563,-2.4702462297909734e-16,3.0,0.0
0.0,3.0,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5256317825437814,-1.304512053934559e-16,3.0,0.0
0.0,3.0,3,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5256317825437814,-1.304512053934559e-16,3.0,0.0
0.0,3.0,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5256317825437814,-1.304512053934559e-16,3.0,0.0
0.0,3.0,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5820950066507984,-1.609823385706477e-16,3.0,0.0
0.0,3.0,4,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5820950066507984,-1.609823385706477e-16,3.0,0.0
0.0,3.0,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5820950066507984,-1.609823385706477e-16,3.0,0.0
0.0,3.0,5,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5874468214822555,-1.3183898417423734e-16,3.0,0.0
0.0,3.0,5,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5874468214822555,-1.3183898417423734e-16,3.0,0.0
0.0,3.0,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5874468214822555,-1.3183898417423734e-16,3.0,0.0
0.0,5.0,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4584095924288751,-2.400857290751901e-16,3.0,0.0
0.0,5.0,0,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4584095924288751,-2.400857290751901e-16,3.0,0.0
0.0,5.0,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4584095924288751,-2.400857290751901e-16,3.0,0.0
0.0,5.0,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.561053365646506,-1.7208456881689927e-16,3.0,0.0
0.0,5.0,1,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.561053365646506,-1.7208456881689927e-16,3.0,0.0
0.0,5.0,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.561053365646506,-1.7208456881689927e-16,3.0,0.0
0.0,5.0,2,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.490334250875981,-1.4710455076283324e-16,3.0,0.0
0.0,5.0,2,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.490334250875981,-1.4710455076283324e-16,3.0,0.0
0.0,5.0,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.490334250875981,-1.4710455076283324e-16,3.0,0.0
0.0,5.0,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6127117376880662,-1.4155343563970745e-16,3.0,0.0
0.0,5.0,3,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6127117376880662,-1.4155343563970745e-16,3.0,0.0
0.0,5.0,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6127117376880662,-1.4155343563970745e-16,3.0,0.0
0.0,5.0,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5622905420565696,-1.1102230246251565e-16,3.0,0.0
0.0,5.0,4,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5622905420565696,-1.1102230246251565e-16,3.0,0.0
0.0,5.0,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5622905420565696,-1.1102230246251565e-16,3.0,0.0
0.0,5.0,5,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5789962166984495,-3.2474023470285827e-16,3.0,0.0
0.0,5.0,5,linear_ubc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5789962166984495,-3.2474023470285827e-16,3.0,0.0
0.0,5.0,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5789962166984495,-3.2474023470285827e-16,3.0,0.0
0.05,1.5,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.39695168454919033,0.01999999999999989,3.0,0.0
0.05,1.5,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.36777090374519517,-1.0269562977782698e-16,3.0,0.0
0.05,1.5,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3823278379246785,0.009999999999999884,3.0,0.0
0.05,1.5,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3904279623016228,0.019999999999999928,3.0,0.0
0.05,1.5,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.36464127152748105,-4.4408920985006264e-17,3.0,0.0
0.05,1.5,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.37732780305367714,0.009999999999999964,3.0,0.0
0.05,1.5,2,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3703596003724238,0.019999999999999872,3.0,0.0
0.05,1.5,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3368122668481405,-5.134781488891349e-17,3.0,0.0
0.05,1.5,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.35306846781880186,0.009999999999999917,3.0,0.0
0.05,1.5,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3555937172074382,0.019999999999999928,3.0,0.0
0.05,1.5,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3302702596287209,-9.992007221626409e-17,3.0,0.0
0.05,1.5,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.34278541558926023,0.009999999999999907,3.0,0.0
0.05,1.5,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.45528716024955546,0.019999999999999858,3.0,0.0
0.05,1.5,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.4319877594575458,-1.637578961322106e-16,3.0,0.0
0.05,1.5,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4433966727969107,0.00999999999999974,3.0,0.0
0.05,1.5,5,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.36258610307907924,0.019999999999999914,3.0,0.0
0.05,1.5,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3313810344316258,-1.1379786002407854e-16,3.0,0.0
0.05,1.5,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3465162096623532,0.009999999999999875,3.0,0.0
0.05,3.0,0,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5899213045816605,0.019999999999999744,3.0,0.0
0.05,3.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5570447222391455,-3.0808688933348093e-16,3.0,0.0
0.05,3.0,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5725229210375434,0.009999999999999797,3.0,0.0
0.05,3.0,1,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6206146926843912,0.019999999999999664,3.0,0.0
0.05,3.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5849010529289795,-1.27675647831893e-16,3.0,0.0
0.05,3.0,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6025579255668492,0.009999999999999865,3.0,0.0
0.05,3.0,2,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.5569784966039568,0.01999999999999975,3.0,0.0
0.05,3.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5324977323813738,-7.771561172376095e-17,3.0,0.0
0.05,3.0,2,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.544588619559668,0.00999999999999962,3.0,0.0
0.05,3.0,3,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6892838114993521,0.019999999999999747,3.0,0.0
0.05,3.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6490834375202612,-1.7763568394002506e-16,3.0,0.0
0.05,3.0,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6683976148081487,0.009999999999999624,3.0,0.0
0.05,3.0,4,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.592999207628114,0.01999999999999973,3.0,0.0
0.05,3.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.549213200158424,-1.7486012637846215e-16,3.0,0.0
0.05,3.0,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5706678233421976,0.009999999999999848,3.0,0.0
0.05,3.0,5,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6382383988074712,0.019999999999999647,3.0,0.0
0.05,3.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5948072016429762,-2.7478019859472625e-16,3.0,0.0
0.05,3.0,5,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6156646070772778,0.009999999999999652,3.0,0.0
0.05,5.0,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5342399226833854,0.019999999999999896,3.0,0.0
0.05,5.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5020980981498783,-3.164135620181696e-16,3.0,0.0
0.05,5.0,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5179810132749147,0.009999999999999728,3.0,0.0
0.05,5.0,1,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6284518936357684,0.019999999999999917,3.0,0.0
0.05,5.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5926991598703573,-1.582067810090848e-16,3.0,0.0
0.05,5.0,1,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6102517220334763,0.009999999999999851,3.0,0.0
0.05,5.0,2,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6620611396263438,0.01999999999999986,3.0,0.0
0.05,5.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6183480785729445,-1.304512053934559e-16,3.0,0.0
0.05,5.0,2,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6401873445191184,0.00999999999999991,3.0,0.0
0.05,5.0,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.538711765921428,0.019999999999999893,3.0,0.0
0.05,5.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.508839356998274,-1.6237011735142913e-16,3.0,0.0
0.05,5.0,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5230804046266424,0.009999999999999759,3.0,0.0
0.05,5.0,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4864739311787563,0.01999999999999987,3.0,0.0
0.05,5.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.4555437402067602,-2.1371793224034264e-16,3.0,0.0
0.05,5.0,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.47098524547419407,0.009999999999999825,3.0,0.0
0.05,5.0,5,guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.5806701108379314,0.019999999999999712,3.0,0.0
0.05,5.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.545307043007785,-1.4988010832439614e-16,3.0,0.0
0.05,5.0,5,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.5629013061898192,0.009999999999999684,3.0,0.0
0.1,1.5,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.42380404826117957,0.03999999999999992,3.0,0.0
0.1,1.5,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3732718404843258,-2.7755575615628914e-17,3.0,0.0
0.1,1.5,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3969363725466212,0.019999999999999872,3.0,0.0
0.1,1.5,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.36665485305255274,0.039999999999999904,3.0,0.0
0.1,1.5,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3125201967258854,-1.1518563880486e-16,3.0,0.0
0.1,1.5,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.33941127203156685,0.019999999999999882,3.0,0.0
0.1,1.5,2,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.377266121962848,0.03999999999999994,3.0,0.0
0.1,1.5,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.32123271980002316,-8.604228440844963e-17,3.0,0.0
0.1,1.5,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3483935137271845,0.019999999999999907,3.0,0.0
0.1,1.5,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4225212772537515,0.0399999999999998,3.0,0.0
0.1,1.5,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3708012697164121,-1.0547118733938987e-16,3.0,0.0
0.1,1.5,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3948269260424811,0.019999999999999896,3.0,0.0
0.1,1.5,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.47288192843427285,0.03999999999999994,3.0,0.0
0.1,1.5,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.40812739675394444,-8.049116928532385e-17,3.0,0.0
0.1,1.5,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4386666088712796,0.019999999999999886,3.0,0.0
0.1,1.5,5,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.40738418021291567,0.03999999999999988,3.0,0.0
0.1,1.5,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3539070500480265,-1.0269562977782698e-16,3.0,0.0
0.1,1.5,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.37794242286489854,0.019999999999999914,3.0,0.0
0.1,3.0,0,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6554228504868281,0.0399999999999998,3.0,0.0
0.1,3.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.560249026545252,-6.661338147750939e-17,3.0,0.0
0.1,3.0,0,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6060613905641222,0.01999999999999984,3.0,0.0
0.1,3.0,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5477542461089493,0.03999999999999977,3.0,0.0
0.1,3.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.47905119609214497,-1.0547118733938987e-16,3.0,0.0
0.1,3.0,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5117205844635339,0.019999999999999782,3.0,0.0
