curvature,cap,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
0.1,3.0,2,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6106957810202652,0.03999999999999947,3.0,0.0
0.1,3.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5340403240827635,-1.8318679906315082e-16,3.0,0.0
0.1,3.0,2,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.5702756983220242,0.019999999999999733,3.0,0.0
0.1,3.0,3,guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.6746638044916751,0.03999999999999974,3.0,0.0
0.1,3.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6059486580942754,-6.661338147750939e-17,3.0,0.0
0.1,3.0,3,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.6359285513636563,0.01999999999999982,3.0,0.0
0.1,3.0,4,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5359850464473629,0.0399999999999998,3.0,0.0
0.1,3.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.45603378939388006,-1.3322676295501878e-16,3.0,0.0
0.1,3.0,4,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.4957379501887823,0.01999999999999979,3.0,0.0
0.1,3.0,5,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.5852392187961374,0.0399999999999998,3.0,0.0
0.1,3.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.52691884499526,-1.1379786002407854e-16,3.0,0.0
0.1,3.0,5,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5513300745964943,0.019999999999999588,3.0,0.0
0.1,5.0,0,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6342331241444522,0.03999999999999992,3.0,0.0
0.1,5.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5763031453357172,-1.3600232051658169e-16,3.0,0.0
0.1,5.0,0,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6040294467246013,0.019999999999999817,3.0,0.0
0.1,5.0,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6391842019933034,0.03999999999999966,3.0,0.0
0.1,5.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.546342435849272,-2.4424906541753446e-16,3.0,0.0
0.1,5.0,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5918380708152908,0.01999999999999972,3.0,0.0
0.1,5.0,2,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.6993576389254198,0.03999999999999969,3.0,0.0
0.1,5.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6251613580708892,-3.3861802251067273e-16,3.0,0.0
0.1,5.0,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.660578057732365,0.01999999999999989,3.0,0.0
0.1,5.0,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.540785653117332,0.03999999999999991,3.0,0.0
0.1,5.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.48470825466895795,-1.6930901125533636e-16,3.0,0.0
0.1,5.0,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5123081341464146,0.019999999999999907,3.0,0.0
0.1,5.0,4,guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.6817788023773874,0.03999999999999966,3.0,0.0
0.1,5.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6150197875095079,-2.0122792321330962e-16,3.0,0.0
0.1,5.0,4,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.6460466388509281,0.019999999999999664,3.0,0.0
0.1,5.0,5,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.5574678289850625,0.03999999999999976,3.0,0.0
0.1,5.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.4935386872677556,-1.7486012637846215e-16,3.0,0.0
0.1,5.0,5,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5216871460536726,0.01999999999999976,3.0,0.0
0.2,1.5,0,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5091583292057388,0.07999999999999982,3.0,0.0
0.2,1.5,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.38626805556111676,-1.3877787807814457e-16,3.0,0.0
0.2,1.5,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.44413331347370555,0.03999999999999988,3.0,0.0
0.2,1.5,1,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5079237162852135,0.0799999999999998,3.0,0.0
0.2,1.5,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3705567947597962,-1.7208456881689927e-16,3.0,0.0
0.2,1.5,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4363992309861575,0.03999999999999971,3.0,0.0
0.2,1.5,2,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.542029781649951,0.07999999999999982,3.0,0.0
0.2,1.5,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.41890488695603567,-1.1102230246251565e-16,3.0,0.0
0.2,1.5,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.47941938151772157,0.03999999999999994,3.0,0.0
0.2,1.5,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5217784862494261,0.07999999999999971,3.0,0.0
0.2,1.5,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.381396593936467,-1.1796119636642288e-16,3.0,0.0
0.2,1.5,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.44871817777680656,0.039999999999999786,3.0,0.0
0.2,1.5,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5114276312024255,0.07999999999999982,3.0,0.0
0.2,1.5,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.38396579187432806,-1.1102230246251565e-16,3.0,0.0
0.2,1.5,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4440788862759847,0.039999999999999925,3.0,0.0
0.2,1.5,5,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.526160806315157,0.07999999999999978,3.0,0.0
0.2,1.5,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.40128602502389193,-6.938893903907228e-17,3.0,0.0
0.2,1.5,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4612472596020042,0.039999999999999786,3.0,0.0
0.2,3.0,0,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.7156633349474737,0.07999999999999988,3.0,0.0
0.2,3.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5512883692173876,-1.5265566588595902e-16,3.0,0.0
0.2,3.0,0,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6313189068575755,0.03999999999999976,3.0,0.0
0.2,3.0,1,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.7885926876685653,0.07999999999999972,3.0,0.0
0.2,3.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6332764627154004,-2.7200464103316337e-16,3.0,0.0
0.2,3.0,1,trust_recenter,10,1.0,0.6,0.6,1.0,0.0,0.4,0.7044499121070894,0.039999999999999855,3.0,0.0
0.2,3.0,2,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6431286955218604,0.0799999999999999,3.0,0.0
0.2,3.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.4995617111625462,-6.661338147750939e-17,3.0,0.0
0.2,3.0,2,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.5673006332404692,0.0399999999999999,3.0,0.0
0.2,3.0,3,guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.819512285965066,0.07999999999999947,3.0,0.0
0.2,3.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6429822000081986,-1.637578961322106e-16,3.0,0.0
0.2,3.0,3,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.7142616420497587,0.03999999999999959,3.0,0.0
0.2,3.0,4,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6411417805158225,0.07999999999999965,3.0,0.0
0.2,3.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.4860059330397319,-1.4710455076283324e-16,3.0,0.0
0.2,3.0,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5533573150077109,0.03999999999999954,3.0,0.0
0.2,3.0,5,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.8656655539211353,0.07999999999999959,3.0,0.0
0.2,3.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.6937133474234524,-1.3877787807814457e-16,3.0,0.0
0.2,3.0,5,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.7733439136364016,0.03999999999999958,3.0,0.0
0.2,5.0,0,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.5935925090188261,0.07999999999999982,3.0,0.0
0.2,5.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.44615865753258477,-1.1379786002407854e-16,3.0,0.0
0.2,5.0,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.515018913022492,0.039999999999999834,3.0,0.0
0.2,5.0,1,guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.7274316214784589,0.07999999999999925,3.0,0.0
0.2,5.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5378206031778688,-1.1657341758564144e-16,3.0,0.0
0.2,5.0,1,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6266029443665329,0.039999999999999834,3.0,0.0
0.2,5.0,2,guarded,10,1.0,0.1,0.1,1.0,0.0,0.9,1.0414005410093945,0.0799999999999997,3.0,0.0
0.2,5.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.787095676965566,-3.3584246494910984e-16,3.0,0.0
0.2,5.0,2,trust_recenter,10,1.0,0.5,0.5,1.0,0.0,0.5,0.9028174022324013,0.03999999999999978,3.0,0.0
0.2,5.0,3,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5695297506790198,0.0799999999999994,3.0,0.0
0.2,5.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3993462485018662,-1.1657341758564144e-16,3.0,0.0
0.2,5.0,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.47961437341239294,0.03999999999999969,3.0,0.0
0.2,5.0,4,guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.7408560098025617,0.07999999999999974,3.0,0.0
0.2,5.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5888503945583724,-4.746203430272545e-16,3.0,0.0
0.2,5.0,4,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6561055274467977,0.03999999999999976,3.0,0.0
0.2,5.0,5,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5330243112761468,0.07999999999999985,3.0,0.0
0.2,5.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.398117614489771,-3.608224830031759e-17,3.0,0.0
0.2,5.0,5,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.4602558411197296,0.0399999999999999,3.0,0.0
0.4,1.5,0,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.7035277399487934,0.15999999999999973,3.0,0.0
0.4,1.5,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.390166566615253,-1.3322676295501878e-16,3.0,0.0
0.4,1.5,0,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5413061160816242,0.07999999999999974,3.0,0.0
0.4,1.5,1,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.6361697057148424,0.15999999999999986,3.0,0.0
0.4,1.5,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3570237662598006,-1.887379141862766e-16,3.0,0.0
0.4,1.5,1,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.48937806430588593,0.07999999999999985,3.0,0.0
0.4,1.5,2,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5892034344163857,0.1599999999999999,3.0,0.0
0.4,1.5,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.33423580240923106,-1.27675647831893e-16,3.0,0.0
0.4,1.5,2,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4467798034083752,0.07999999999999981,3.0,0.0
0.4,1.5,3,guarded,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6999271347010276,0.15999999999999975,3.0,0.0
0.4,1.5,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.37992413909501155,-1.8041124150158794e-16,3.0,0.0
0.4,1.5,3,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5343052135119508,0.0799999999999999,3.0,0.0
0.4,1.5,4,guarded,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6128198089407846,0.15999999999999992,3.0,0.0
0.4,1.5,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3650845096359195,-6.106226635438361e-17,3.0,0.0
0.4,1.5,4,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.4738035295757216,0.07999999999999981,3.0,0.0
0.4,1.5,5,guarded,10,1.0,0.9,0.9,1.0,0.0,0.1,0.5638418225473443,0.15999999999999986,3.0,0.0
0.4,1.5,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3638634743799451,-1.8457457784393228e-16,3.0,0.0
0.4,1.5,5,trust_recenter,10,1.0,1.0,1.0,1.0,0.0,0.0,0.45107694145532184,0.0799999999999999,3.0,0.0
0.4,3.0,0,guarded,10,1.0,0.4,0.4,1.0,0.0,0.6,0.8381451714764149,0.15999999999999936,3.0,0.0
0.4,3.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.510482490479866,-1.0824674490095276e-16,3.0,0.0
0.4,3.0,0,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.6634682538108467,0.07999999999999982,3.0,0.0
0.4,3.0,1,guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,0.8537946749099173,0.15999999999999986,3.0,0.0
0.4,3.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5097161738201986,-1.3739009929736313e-16,3.0,0.0
0.4,3.0,1,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.6664043259988953,0.07999999999999963,3.0,0.0
0.4,3.0,2,guarded,10,1.0,0.3,0.3,1.0,0.0,0.7,0.9261328884015333,0.15999999999999948,3.0,0.0
0.4,3.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5856869187236065,-2.400857290751901e-16,3.0,0.0
0.4,3.0,2,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.7307944616860815,0.07999999999999965,3.0,0.0
0.4,3.0,3,guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,0.8655759376770075,0.15999999999999975,3.0,0.0
0.4,3.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.49989160446697206,-1.4432899320127036e-16,3.0,0.0
0.4,3.0,3,trust_recenter,10,1.0,0.6,0.6,1.0,0.0,0.4,0.6711202815337443,0.07999999999999988,3.0,0.0
0.4,3.0,4,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.8678705280998742,0.15999999999999967,3.0,0.0
0.4,3.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5877169574620101,-6.661338147750939e-17,3.0,0.0
0.4,3.0,4,trust_recenter,10,1.0,0.6,0.6,1.0,0.0,0.4,0.7188006235123112,0.0799999999999996,3.0,0.0
0.4,3.0,5,guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,0.8490888721466714,0.1599999999999998,3.0,0.0
0.4,3.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5427401212006749,-2.1649348980190552e-16,3.0,0.0
0.4,3.0,5,trust_recenter,10,1.0,0.9,0.9,1.0,0.0,0.1,0.68053113652948,0.07999999999999977,3.0,0.0
0.4,5.0,0,guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,0.9949261491599397,0.1599999999999993,3.0,0.0
0.4,5.0,0,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5959398308850388,-1.609823385706477e-16,3.0,0.0
0.4,5.0,0,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.7710450029048952,0.07999999999999956,3.0,0.0
0.4,5.0,1,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.877983255391246,0.15999999999999984,3.0,0.0
0.4,5.0,1,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.558224205580741,-1.7486012637846215e-16,3.0,0.0
0.4,5.0,1,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.7035893975086172,0.07999999999999971,3.0,0.0
0.4,5.0,2,guarded,10,1.0,0.4,0.4,1.0,0.0,0.6,0.9454323045214494,0.1599999999999997,3.0,0.0
0.4,5.0,2,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5660821413356267,-1.0269562977782698e-16,3.0,0.0
0.4,5.0,2,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.7423709331002998,0.07999999999999971,3.0,0.0
0.4,5.0,3,guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,0.9516835104470095,0.1599999999999998,3.0,0.0
0.4,5.0,3,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5619593569697618,-2.1649348980190552e-16,3.0,0.0
0.4,5.0,3,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.7366731495313222,0.0799999999999996,3.0,0.0
0.4,5.0,4,guarded,10,1.0,0.4,0.4,1.0,0.0,0.6,0.8786310740993913,0.15999999999999953,3.0,0.0
0.4,5.0,4,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5639668448246411,-1.4155343563970745e-16,3.0,0.0
0.4,5.0,4,trust_recenter,10,1.0,0.7,0.7,1.0,0.0,0.3,0.6996481236038292,0.07999999999999964,3.0,0.0
0.4,5.0,5,guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.9511083888202745,0.15999999999999961,3.0,0.0
0.4,5.0,5,linear_ubc,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5826002052731919,-9.71445146547012e-17,3.0,0.0
0.4,5.0,5,trust_recenter,10,1.0,0.8,0.8,1.0,0.0,0.2,0.7430822361634662,0.0799999999999995,3.0,0.0
