hidden_null,contradictory,seed,method,trials,future_success,detects_unreachable,false_certificate,mean_norm,nullspace_effort
0,0,0,UBC,6,1.0,0.0,0.0,0.5616706254265615,0.0
0,0,0,current_with_null_effort,6,0.0,0.0,1.0,0.35422841521464316,0.0
0,0,0,gradient_line,6,0.8333333333333334,0.0,0.0,1.31,0.0
0,0,0,sequential_greedy,6,0.6666666666666666,0.0,0.0,0.5895679932051107,0.0
0,0,1,UBC,6,1.0,0.0,0.0,0.6049504579817784,0.0
0,0,1,current_with_null_effort,6,0.0,0.0,1.0,0.2860211309423379,0.0
0,0,1,gradient_line,6,0.8333333333333334,0.0,0.0,1.265,0.0
0,0,1,sequential_greedy,6,0.6666666666666666,0.0,0.0,0.6468979224602415,0.0
0,0,2,UBC,6,1.0,0.0,0.0,0.5614968526296551,0.0
0,0,2,current_with_null_effort,6,0.0,0.0,1.0,0.28222804910312377,0.0
0,0,2,gradient_line,6,0.8333333333333334,0.0,0.0,1.4799999999999998,0.0
0,0,2,sequential_greedy,6,0.8333333333333334,0.0,0.0,0.588091014866931,0.0
0,0,3,UBC,6,1.0,0.0,0.0,0.6326372647410826,0.0
0,0,3,current_with_null_effort,6,0.0,0.0,1.0,0.2710356150248746,0.0
0,0,3,gradient_line,6,0.6666666666666666,0.0,0.0,1.8500000000000003,0.0
0,0,3,sequential_greedy,6,0.8333333333333334,0.0,0.0,0.6852725484973247,0.0
0,0,4,UBC,6,1.0,0.0,0.0,0.7568588810251423,0.0
0,0,4,current_with_null_effort,6,0.0,0.0,1.0,0.5026107774261155,0.0
0,0,4,gradient_line,6,0.3333333333333333,0.0,0.0,2.53,0.0
0,0,4,sequential_greedy,6,0.6666666666666666,0.0,0.0,0.7841626525499327,0.0
0,0,5,UBC,6,1.0,0.0,0.0,0.7724807581513723,0.0
0,0,5,current_with_null_effort,6,0.0,0.0,1.0,0.25305387652634875,0.0
0,0,5,gradient_line,6,0.5,0.0,0.0,1.97,0.0
0,0,5,sequential_greedy,6,0.5,0.0,0.0,0.8311305858217738,0.0
0,1,0,UBC,6,0.0,1.0,0.0,,0.0
0,1,0,current_with_null_effort,6,0.0,0.0,0.0,0.7307098105602844,0.0
0,1,0,gradient_line,6,0.0,1.0,0.0,3.0,0.0
0,1,0,sequential_greedy,6,0.0,1.0,0.0,0.7364765959281251,0.0
0,1,1,UBC,6,0.0,1.0,0.0,,0.0
0,1,1,current_with_null_effort,6,0.0,0.0,0.0,0.664310735650732,0.0
0,1,1,gradient_line,6,0.0,1.0,0.0,3.0,0.0
0,1,1,sequential_greedy,6,0.0,1.0,0.0,0.4965243236847559,0.0
0,1,2,UBC,6,0.0,1.0,0.0,,0.0
0,1,2,current_with_null_effort,6,0.0,0.0,0.0,0.6653876159728126,0.0
0,1,2,gradient_line,6,0.0,1.0,0.0,3.0,0.0
0,1,2,sequential_greedy,6,0.0,1.0,0.0,0.7618189851805371,0.0
0,1,3,UBC,6,0.0,1.0,0.0,,0.0
0,1,3,current_with_null_effort,6,0.0,0.0,0.0,0.5336114636156757,0.0
0,1,3,gradient_line,6,0.0,1.0,0.0,3.0,0.0
0,1,3,sequential_greedy,6,0.0,1.0,0.0,0.296348409465699,0.0
0,1,4,UBC,6,0.0,1.0,0.0,,0.0
0,1,4,current_with_null_effort,6,0.0,0.0,0.0,0.6696511702791129,0.0
0,1,4,gradient_line,6,0.0,1.0,0.0,3.0,0.0
0,1,4,sequential_greedy,6,0.0,1.0,0.0,0.496014593429936,0.0
0,1,5,UBC,6,0.0,1.0,0.0,,0.0
0,1,5,current_with_null_effort,6,0.0,0.0,0.0,0.731208669724729,0.0
0,1,5,gradient_line,6,0.0,1.0,0.0,3.0,0.0
0,1,5,sequential_greedy,6,0.0,1.0,0.0,0.4047370628933502,0.0
1,0,0,UBC,6,0.6666666666666666,0.0,0.0,0.681902281120338,0.0
1,0,0,current_with_null_effort,6,0.0,0.0,1.0,0.8899487703237486,0.0
1,0,0,gradient_line,6,0.6666666666666666,0.0,0.0,1.945,0.0
1,0,0,sequential_greedy,6,0.16666666666666666,0.0,0.0,1.05214152344719,0.0
1,0,1,UBC,6,0.5,0.0,0.0,0.9185653204344598,0.0
1,0,1,current_with_null_effort,6,0.0,0.0,1.0,0.617279568462301,0.0
1,0,1,gradient_line,6,0.3333333333333333,0.0,0.0,2.5,0.0
1,0,1,sequential_greedy,6,0.5,0.0,0.0,1.2216826846735687,0.0
1,0,2,UBC,6,0.5,0.0,0.0,0.9131321364224775,0.0
1,0,2,current_with_null_effort,6,0.0,0.0,1.0,0.7625820793788897,0.0
1,0,2,gradient_line,6,0.3333333333333333,0.0,0.0,2.6399999999999997,0.0
1,0,2,sequential_greedy,6,0.3333333333333333,0.0,0.0,0.9850071114349896,0.0
1,0,3,UBC,6,0.3333333333333333,0.0,0.0,0.757448761624838,0.0
1,0,3,current_with_null_effort,6,0.0,0.0,1.0,0.8184779523947666,0.0
1,0,3,gradient_line,6,0.3333333333333333,0.0,0.0,2.275,0.0
1,0,3,sequential_greedy,6,0.3333333333333333,0.0,0.0,0.9827043965736854,0.0
1,0,4,UBC,6,0.5,0.0,0.0,0.8379298689619032,0.0
1,0,4,current_with_null_effort,6,0.0,0.0,1.0,0.6122361504029638,0.0
1,0,4,gradient_line,6,0.3333333333333333,0.0,0.0,2.4749999999999996,0.0
1,0,4,sequential_greedy,6,0.0,0.0,0.0,0.8283128617644367,0.0
1,0,5,UBC,6,0.16666666666666666,0.0,0.0,1.3417484156727115,0.0
1,0,5,current_with_null_effort,6,0.0,0.0,1.0,0.5526285881893923,0.0
1,0,5,gradient_line,6,0.16666666666666666,0.0,0.0,2.78,0.0
1,0,5,sequential_greedy,6,0.0,0.0,0.0,1.1554338791960046,0.0
1,1,0,UBC,6,0.0,1.0,0.0,,0.0
1,1,0,current_with_null_effort,6,0.0,0.0,0.0,1.5752652525931767,0.0
1,1,0,gradient_line,6,0.0,1.0,0.0,3.0,0.0
1,1,0,sequential_greedy,6,0.0,1.0,0.0,1.216817227353839,0.0
1,1,1,UBC,6,0.0,1.0,0.0,,0.0
1,1,1,current_with_null_effort,6,0.0,0.0,0.0,1.5015919110707745,0.0
1,1,1,gradient_line,6,0.0,1.0,0.0,3.0,0.0
1,1,1,sequential_greedy,6,0.0,1.0,0.0,0.40854028238279677,0.0
1,1,2,UBC,6,0.0,1.0,0.0,,0.0
1,1,2,current_with_null_effort,6,0.0,0.0,0.0,0.9509995862849906,0.0
1,1,2,gradient_line,6,0.0,1.0,0.0,2.9999999999999996,0.0
1,1,2,sequential_greedy,6,0.0,1.0,0.0,0.22475873168076008,0.0
1,1,3,UBC,6,0.0,1.0,0.0,,0.0
1,1,3,current_with_null_effort,6,0.0,0.0,0.0,0.8637825025510963,0.0
1,1,3,gradient_line,6,0.0,1.0,0.0,3.0,0.0
1,1,3,sequential_greedy,6,0.0,1.0,0.0,0.353253770075807,0.0
1,1,4,UBC,6,0.0,1.0,0.0,,0.0
1,1,4,current_with_null_effort,6,0.0,0.0,0.0,1.077373274065853,0.0
1,1,4,gradient_line,6,0.0,1.0,0.0,3.0,0.0
1,1,4,sequential_greedy,6,0.0,1.0,0.0,0.30792183796400635,0.0
1,1,5,UBC,6,0.0,1.0,0.0,,0.0
1,1,5,current_with_null_effort,6,0.0,0.0,0.0,1.0336957368686819,0.0
1,1,5,gradient_line,6,0.0,1.0,0.0,3.0,0.0
1,1,5,sequential_greedy,6,0.0,1.0,0.0,0.2892333201832744,0.0
2,0,0,UBC,6,0.0,0.0,0.0,,0.0
2,0,0,current_with_null_effort,6,0.0,0.0,1.0,1.0625412946455455,0.0
2,0,0,gradient_line,6,0.0,0.0,0.0,3.0,0.0
2,0,0,sequential_greedy,6,0.0,0.0,0.0,1.804711794261921,0.0
2,0,1,UBC,6,0.0,0.0,0.0,,0.0
2,0,1,current_with_null_effort,6,0.0,0.0,1.0,0.8324549122817215,0.0
2,0,1,gradient_line,6,0.0,0.0,0.0,3.0,0.0
2,0,1,sequential_greedy,6,0.0,0.0,0.0,1.664284184241719,0.0
2,0,2,UBC,6,0.16666666666666666,0.0,0.0,0.9663520463412557,0.0
2,0,2,current_with_null_effort,6,0.0,0.0,1.0,1.3698657953518099,0.0
2,0,2,gradient_line,6,0.16666666666666666,0.0,0.0,2.6649999999999996,0.0
2,0,2,sequential_greedy,6,0.16666666666666666,0.0,0.0,1.7407811373499318,0.0
2,0,3,UBC,6,0.0,0.0,0.0,,0.0
2,0,3,current_with_null_effort,6,0.0,0.0,1.0,3.4086329064674104,0.0
2,0,3,gradient_line,6,0.0,0.0,0.0,3.0,0.0
2,0,3,sequential_greedy,6,0.0,0.0,0.0,2.2914755909900992,0.0
2,0,4,UBC,6,0.3333333333333333,0.0,0.0,1.34915248377097,0.0
2,0,4,current_with_null_effort,6,0.0,0.0,1.0,1.3209474599024644,0.0
2,0,4,gradient_line,6,0.3333333333333333,0.0,0.0,2.4599999999999995,0.0
2,0,4,sequential_greedy,6,0.3333333333333333,0.0,0.0,1.2059563790521186,0.0
2,0,5,UBC,6,0.3333333333333333,0.0,0.0,1.139448036090506,0.0
2,0,5,current_with_null_effort,6,0.0,0.0,1.0,0.870241817406733,0.0
2,0,5,gradient_line,6,0.3333333333333333,0.0,0.0,2.385,0.0
2,0,5,sequential_greedy,6,0.3333333333333333,0.0,0.0,2.0862296317030538,0.0
2,1,0,UBC,6,0.0,1.0,0.0,,0.0
2,1,0,current_with_null_effort,6,0.0,0.0,0.0,4.851732337608122,0.0
2,1,0,gradient_line,6,0.0,1.0,0.0,3.0,0.0
2,1,0,sequential_greedy,6,0.0,1.0,0.0,0.7927705866819585,0.0
2,1,1,UBC,6,0.0,1.0,0.0,,0.0
2,1,1,current_with_null_effort,6,0.0,0.0,0.0,3.434732970889106,0.0
2,1,1,gradient_line,6,0.0,1.0,0.0,3.0,0.0
2,1,1,sequential_greedy,6,0.0,1.0,0.0,0.4824288853200514,0.0
2,1,2,UBC,6,0.0,1.0,0.0,,0.0
2,1,2,current_with_null_effort,6,0.0,0.0,0.0,3.595190401116167,0.0
2,1,2,gradient_line,6,0.0,1.0,0.0,3.0,0.0
2,1,2,sequential_greedy,6,0.0,1.0,0.0,1.395991660802176,0.0
2,1,3,UBC,6,0.0,1.0,0.0,,0.0
2,1,3,current_with_null_effort,6,0.0,0.0,0.0,1.1732964466929072,0.0
2,1,3,gradient_line,6,0.0,1.0,0.0,3.0,0.0
2,1,3,sequential_greedy,6,0.0,1.0,0.0,0.7373717462638093,0.0
2,1,4,UBC,6,0.0,1.0,0.0,,0.0
2,1,4,current_with_null_effort,6,0.0,0.0,0.0,2.423413255749022,0.0
2,1,4,gradient_line,6,0.0,1.0,0.0,3.0,0.0
2,1,4,sequential_greedy,6,0.0,1.0,0.0,0.7108020965306432,0.0
2,1,5,UBC,6,0.0,1.0,0.0,,0.0
2,1,5,current_with_null_effort,6,0.0,0.0,0.0,2.2998328236683174,0.0
2,1,5,gradient_line,6,0.0,1.0,0.0,3.0,0.0
2,1,5,sequential_greedy,6,0.0,1.0,0.0,1.0761062467703086,0.0
